area_type,availability,location,total_sqft,bath,balcony,price,bhk,price_per_sqft,high_value,cluster
Super built-up  Area,Ready To Move,Old Madras Road,2640.0,5.0,1.0,142.0,3,5378.787878787879,1,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1314.0,2.0,2.0,68.8,2,5235.920852359209,0,2
Super built-up  Area,18-May,1st Phase JP Nagar,1077.0,2.0,2.0,93.0,2,8635.097493036212,0,0
Built-up  Area,Ready To Move,Chandapura,1891.0,2.0,2.0,66.165,4,3498.942358540455,0,2
Plot  Area,Ready To Move,Kengeri,1200.0,3.0,1.0,67.0,3,5583.333333333333,0,2
Super built-up  Area,Ready To Move,Abbigere,1020.0,2.0,1.0,41.82,2,4100.0,0,2
Super built-up  Area,18-May,GM Palaya,1225.0,2.0,2.0,47.0,2,3836.734693877551,0,2
Built-up  Area,Ready To Move,Thanisandra,1241.0,2.0,1.0,61.0,3,4915.390813859791,0,2
Super built-up  Area,Ready To Move,Hennur,1041.0,2.0,2.0,40.6,2,3900.0960614793466,0,2
Super built-up  Area,Ready To Move,Bommanahalli,1050.0,2.0,2.0,46.0,2,4380.952380952381,0,2
Super built-up  Area,Ready To Move,Dodda Nekkundi,1128.0,2.0,2.0,45.0,2,3989.3617021276596,0,2
Super built-up  Area,19-Dec,Old Madras Road,1065.0,2.0,1.0,47.86,2,4493.896713615023,0,2
Super built-up  Area,Ready To Move,OMBR Layout,1085.0,2.0,1.0,64.0,2,5898.617511520737,0,0
Plot  Area,Ready To Move,other,750.0,1.0,1.0,30.0,1,4000.0,0,2
Super built-up  Area,Ready To Move,Bellandur,981.0,2.0,2.0,37.28,2,3800.2038735983692,0,2
Carpet  Area,18-Dec,Bhoganhalli,1548.3,4.0,1.0,129.0,4,8331.71865917458,1,0
Super built-up  Area,Ready To Move,Hebbal Kempapura,2302.0,4.0,2.0,300.0,4,13032.145960034752,1,3
Super built-up  Area,19-Mar,Hosa Road,1525.84,3.0,1.0,117.0,3,7667.90751323861,1,0
Super built-up  Area,Ready To Move,Begur Road,1200.0,2.0,2.0,42.6,2,3550.0,0,2
Built-up  Area,Ready To Move,other,1030.0,2.0,2.0,80.0,2,7766.9902912621355,0,0
Built-up  Area,Ready To Move,Jigani,918.0,2.0,1.0,49.0,2,5337.690631808279,0,2
Super built-up  Area,19-Dec,Hebbal,1255.0,2.0,1.0,90.0,3,7171.314741035857,0,0
Super built-up  Area,Ready To Move,Indira Nagar,2700.0,3.0,2.0,324.0,3,12000.0,1,3
Super built-up  Area,18-Dec,Hebbal,1255.0,3.0,2.0,77.68,3,6189.641434262949,0,0
Super built-up  Area,Ready To Move,Panathur,1198.0,2.0,1.0,82.0,2,6844.741235392321,0,0
Plot  Area,Ready To Move,Devarachikkanahalli,1200.0,3.0,1.0,160.0,3,13333.333333333334,1,3
Super built-up  Area,Ready To Move,Pattandur Agrahara,797.0,2.0,1.0,32.0,2,4015.056461731493,0,2
Super built-up  Area,Ready To Move,Thigalarapalya,2215.0,4.0,2.0,160.0,3,7223.476297968397,1,0
Super built-up  Area,21-Dec,Kanakpura Road,525.0,1.0,1.0,30.0,1,5714.285714285715,0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,2700.0,4.0,3.0,260.0,4,9629.62962962963,1,3
Super built-up  Area,Ready To Move,other,1500.0,2.0,1.0,90.0,3,6000.0,0,0
Plot  Area,Ready To Move,Ramamurthy Nagar,1006.0,2.0,1.0,57.0,2,5666.003976143141,0,0
Super built-up  Area,18-Aug,Electronic City,1128.0,2.0,1.0,65.7,2,5824.468085106383,0,0
Super built-up  Area,Ready To Move,Banashankari,1390.0,2.0,2.0,86.0,2,6187.050359712231,0,0
Super built-up  Area,Ready To Move,Kathriguppe,1390.0,2.0,2.0,76.45,3,5500.0,0,2
Plot  Area,Ready To Move,Marathahalli,2396.0,4.0,2.0,325.0,4,13564.273789649416,1,1
Super built-up  Area,Ready To Move,Old Madras Road,1160.0,2.0,1.0,42.0,2,3620.689655172414,0,2
Super built-up  Area,18-May,Electronic City Phase II,1160.0,2.0,1.0,33.5,2,2887.9310344827586,0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,1200.0,2.0,2.0,69.0,3,5750.0,0,0
Super built-up  Area,Ready To Move,Mahadevpura,1475.0,2.0,2.0,55.0,2,3728.813559322034,0,2
Built-up  Area,Ready To Move,7th Phase JP Nagar,850.0,2.0,2.0,42.0,2,4941.176470588235,0,2
Built-up  Area,17-May,Balagere,675.0,1.0,1.0,45.0,1,6666.666666666667,0,0
Plot  Area,18-May,other,600.0,4.0,1.0,110.0,2,18333.333333333332,1,1
Super built-up  Area,Ready To Move,Banashankari,1460.0,2.0,3.0,70.0,2,4794.520547945205,0,2
Super built-up  Area,Ready To Move,Akshaya Nagar,1690.0,3.0,2.0,85.0,3,5029.585798816568,0,2
Built-up  Area,Ready To Move,Indira Nagar,850.0,1.0,2.0,57.0,1,6705.882352941177,0,0
Built-up  Area,Ready To Move,7th Phase JP Nagar,1680.0,3.0,2.0,117.0,3,6964.285714285715,1,0
Super built-up  Area,Ready To Move,Kundalahalli,1047.0,2.0,1.0,84.0,2,8022.9226361031515,0,0
Super built-up  Area,18-Jun,8th Phase JP Nagar,1100.0,2.0,2.0,35.0,2,3181.818181818182,0,2
Plot  Area,Ready To Move,Indira Nagar,3250.0,8.0,1.0,600.0,8,18461.53846153846,1,1
Super built-up  Area,Ready To Move,Nagarbhavi,1120.0,2.0,3.0,53.0,2,4732.142857142857,0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1095.0,2.0,2.0,38.33,2,3500.4566210045664,0,2
Built-up  Area,Ready To Move,Hosa Road,1100.0,2.0,3.0,85.0,3,7727.272727272727,0,0
Super built-up  Area,Ready To Move,Uttarahalli,1685.0,3.0,2.0,85.0,3,5044.510385756676,0,2
Built-up  Area,Ready To Move,Marathahalli,1050.0,2.0,1.0,65.0,2,6190.476190476191,0,0
Super built-up  Area,Ready To Move,Bannerghatta Road,1465.0,2.0,1.0,76.0,3,5187.713310580205,0,2
Plot  Area,Ready To Move,Kothanur,3401.0,5.0,2.0,230.0,4,6762.7168479858865,1,0
Built-up  Area,17-Dec,Electronic City,630.0,1.0,1.0,60.0,1,9523.809523809523,0,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1850.0,3.0,1.0,150.0,3,8108.108108108108,1,0
Built-up  Area,Ready To Move,other,1750.0,2.0,1.0,225.0,4,12857.142857142857,1,3
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,1760.0,3.0,2.0,160.0,3,9090.90909090909,1,3
Super built-up  Area,Ready To Move,Rajaji Nagar,1440.0,2.0,2.0,185.0,2,12847.222222222223,1,3
Super built-up  Area,Ready To Move,Banashankari Stage III,1200.0,2.0,0.0,42.0,2,3500.0,0,2
Built-up  Area,Ready To Move,other,1100.0,2.0,1.0,78.0,2,7090.909090909091,0,0
Built-up  Area,Ready To Move,Kaggadasapura,1140.0,2.0,2.0,46.0,2,4035.0877192982457,0,2
Super built-up  Area,Ready To Move,Gottigere,1410.0,2.0,2.0,45.0,2,3191.4893617021276,0,2
Plot  Area,Ready To Move,other,1180.0,2.0,2.0,74.0,2,6271.186440677966,0,0
Super built-up  Area,Ready To Move,Begur Road,1160.0,2.0,2.0,42.0,2,3620.689655172414,0,2
Super built-up  Area,Ready To Move,EPIP Zone,1343.0,2.0,2.0,86.0,2,6403.574087862993,0,0
Built-up  Area,Ready To Move,LB Shastri Nagar,1184.0,2.0,1.0,69.0,2,5827.7027027027025,0,0
Super built-up  Area,Ready To Move,Koramangala,2246.0,3.0,0.0,300.0,3,13357.079252003561,1,3
Super built-up  Area,Ready To Move,Banashankari Stage III,1305.0,2.0,1.0,59.0,3,4521.072796934866,0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,3785.0,5.0,2.0,280.0,4,7397.622192866578,1,0
Super built-up  Area,Ready To Move,Electronic City Phase II,975.0,2.0,2.0,45.0,3,4615.384615384615,0,2
Super built-up  Area,Ready To Move,HSR Layout,1140.0,2.0,2.0,46.0,2,4035.0877192982457,0,2
Super built-up  Area,18-Aug,JP Nagar,1152.0,2.0,1.0,34.56,2,3000.0,0,2
Super built-up  Area,Ready To Move,other,1800.0,3.0,0.0,230.0,3,12777.777777777777,1,3
Super built-up  Area,Ready To Move,Marathahalli,1102.0,2.0,2.0,53.67,2,4870.235934664247,0,2
Super built-up  Area,18-Mar,Kadugodi,1762.0,3.0,3.0,112.0,3,6356.413166855846,1,0
Built-up  Area,Ready To Move,KR Puram,2000.0,6.0,0.0,85.0,6,4250.0,0,2
Super built-up  Area,Ready To Move,Kothanur,1455.0,2.0,2.0,69.0,2,4742.268041237114,0,2
Super built-up  Area,18-Jan,Hebbal,1138.0,2.0,1.0,110.0,2,9666.080843585238,1,3
Built-up  Area,Ready To Move,Sarjapur  Road,2556.0,3.0,2.0,169.0,3,6611.89358372457,1,0
Super built-up  Area,19-Jun,Whitefield,1870.0,3.0,2.0,138.0,3,7379.679144385027,1,0
Super built-up  Area,18-May,Panathur,1199.0,2.0,1.0,86.0,2,7172.643869891576,0,0
Super built-up  Area,Ready To Move,Doddakallasandra,1360.0,2.0,2.0,54.4,3,4000.0,0,2
Super built-up  Area,Ready To Move,other,2000.0,3.0,2.0,120.0,3,6000.0,1,0
Super built-up  Area,Ready To Move,Kundalahalli,1047.0,2.0,1.0,83.0,2,7927.411652340019,0,0
Plot  Area,18-Mar,Electronic City Phase II,6000.0,4.0,2.0,260.0,4,4333.333333333333,1,2
Plot  Area,18-Feb,Ramamurthy Nagar,1200.0,2.0,1.0,76.0,2,6333.333333333333,0,0
Super built-up  Area,18-Jan,Kengeri Satellite Town,1302.5,2.0,0.0,44.285,2,3400.0,0,2
Super built-up  Area,Ready To Move,Kengeri,725.0,2.0,1.0,30.0,2,4137.931034482759,0,2
Super built-up  Area,Ready To Move,Jakkur,1645.0,3.0,1.0,100.0,3,6079.0273556231,1,0
Built-up  Area,Ready To Move,Sultan Palaya,870.0,2.0,1.0,65.0,2,7471.264367816092,0,0
Super built-up  Area,Ready To Move,Marathahalli,1026.0,2.0,1.0,49.95,2,4868.421052631579,0,2
Built-up  Area,18-Jul,other,2000.0,3.0,1.0,145.0,3,7250.0,1,0
Super built-up  Area,Ready To Move,Cooke Town,1710.0,2.0,2.0,200.0,2,11695.906432748538,1,3
Super built-up  Area,18-Apr,Hosur Road,1766.0,3.0,1.0,130.0,3,7361.268403171008,1,0
Super built-up  Area,Ready To Move,other,500.0,1.0,1.0,15.0,1,3000.0,0,2
Built-up  Area,18-Apr,JP Nagar,1100.0,1.0,1.0,15.0,2,1363.6363636363637,0,2
Super built-up  Area,Ready To Move,Rachenahalli,680.0,1.0,1.0,46.0,1,6764.705882352941,0,0
Super built-up  Area,Ready To Move,Sarjapur  Road,1278.0,2.0,2.0,90.0,2,7042.2535211267605,0,0
Super built-up  Area,Ready To Move,Kodichikkanahalli,1025.0,2.0,2.0,66.0,2,6439.024390243902,0,0
Built-up  Area,Ready To Move,6th Phase JP Nagar,600.0,1.0,1.0,75.0,1,12500.0,0,3
Super built-up  Area,Ready To Move,Anjanapura,710.0,2.0,0.0,25.0,2,3521.1267605633802,0,2
Super built-up  Area,18-Apr,Sarjapur,625.0,1.0,1.0,19.0,1,3040.0,0,2
Super built-up  Area,Ready To Move,Kaggadasapura,1340.0,3.0,1.0,66.0,3,4925.373134328358,0,2
Super built-up  Area,Ready To Move,Ananth Nagar,937.0,2.0,1.0,35.0,2,3735.325506937033,0,2
Super built-up  Area,Ready To Move,JP Nagar,750.0,1.0,1.0,52.5,1,7000.0,0,0
Plot  Area,Ready To Move,Mysore Road,900.0,2.0,0.0,65.0,2,7222.222222222223,0,0
Super built-up  Area,Ready To Move,Electronic City Phase II,1116.0,2.0,2.0,37.0,2,3315.4121863799282,0,2
Built-up  Area,Ready To Move,Hoodi,948.0,2.0,1.0,75.0,2,7911.392405063291,0,0
Super built-up  Area,Ready To Move,R.T. Nagar,970.0,2.0,1.0,55.0,2,5670.103092783505,0,0
Super built-up  Area,Ready To Move,Thanisandra,1200.0,2.0,1.0,65.0,3,5416.666666666667,0,2
Super built-up  Area,Ready To Move,Bhoganhalli,1760.0,3.0,2.0,127.0,3,7215.909090909091,1,0
Plot  Area,Ready To Move,Whitefield,4400.0,5.0,3.0,525.0,4,11931.818181818182,1,3
Super built-up  Area,Ready To Move,Sahakara Nagar,1914.0,3.0,3.0,179.0,3,9352.142110762801,1,3
Super built-up  Area,Ready To Move,Budigere,1820.0,3.0,2.0,93.0,3,5109.89010989011,0,2
Built-up  Area,Ready To Move,Kalena Agrahara,1565.0,3.0,2.0,78.0,3,4984.025559105431,0,2
Super built-up  Area,Ready To Move,Begur Road,1334.0,2.0,3.0,42.69,2,3200.1499250374814,0,2
Super built-up  Area,19-Mar,Sarakki Nagar,924.0,2.0,2.0,76.23,2,8250.0,0,0
Super built-up  Area,Ready To Move,Jigani,914.0,2.0,2.0,49.0,2,5361.050328227571,0,2
Built-up  Area,Ready To Move,Kengeri,500.0,1.0,1.0,17.0,1,3400.0,0,2
Super built-up  Area,18-Mar,Yelahanka,2145.0,3.0,3.0,125.0,3,5827.505827505827,1,0
Built-up  Area,18-Apr,Electronic City,1650.0,3.0,2.0,100.0,3,6060.606060606061,1,0
Built-up  Area,Ready To Move,Basaveshwara Nagar,1180.0,2.0,3.0,58.0,2,4915.254237288135,0,2
Super built-up  Area,Ready To Move,Ulsoor,1255.0,2.0,3.0,120.0,2,9561.752988047809,1,3
Super built-up  Area,Ready To Move,Bommasandra,1014.0,2.0,1.0,35.0,2,3451.6765285996057,0,2
Super built-up  Area,Ready To Move,Attibele,695.0,1.0,1.0,25.0,2,3597.122302158273,0,2
Plot  Area,Ready To Move,Prithvi Layout,2273.0,4.0,3.0,220.0,3,9678.838539375274,1,3
Super built-up  Area,18-Mar,GM Palaya,1140.0,2.0,2.0,48.95,2,4293.859649122807,0,2
Built-up  Area,Ready To Move,other,3000.0,4.0,1.0,375.0,6,12500.0,1,3
Super built-up  Area,20-Aug,Begur Road,2400.0,4.0,2.0,152.0,4,6333.333333333333,1,0
Super built-up  Area,Ready To Move,Attibele,850.0,1.0,1.0,25.0,2,2941.176470588235,0,2
Super built-up  Area,Ready To Move,Banashankari,1200.0,2.0,1.0,60.0,2,5000.0,0,2
Carpet  Area,18-Dec,Bhoganhalli,1554.3,4.0,1.0,131.0,4,8428.231358167664,1,0
Super built-up  Area,Ready To Move,Haralur Road,1243.0,2.0,2.0,46.0,2,3700.7240547063557,0,2
Super built-up  Area,Ready To Move,Mallasandra,905.0,2.0,1.0,40.0,2,4419.889502762431,0,2
Built-up  Area,Ready To Move,Kothanur,627.0,1.0,1.0,30.0,1,4784.688995215311,0,2
Built-up  Area,18-Mar,Domlur,2180.0,3.0,2.0,285.0,3,13073.394495412844,1,3
Super built-up  Area,Ready To Move,Frazer Town,2400.0,3.0,2.0,260.0,3,10833.333333333334,1,3
Super built-up  Area,22-May,Jakkur,3405.1,6.0,3.0,400.0,4,11747.085254471234,1,3
Built-up  Area,Ready To Move,Kodihalli,1620.0,3.0,2.0,130.0,3,8024.691358024691,1,0
Super built-up  Area,Ready To Move,Whitefield,1862.0,3.0,2.0,125.0,3,6713.211600429646,1,0
Super built-up  Area,19-Nov,Kaikondrahalli,674.0,1.0,1.0,19.9,2,2952.522255192878,0,2
Super built-up  Area,Ready To Move,Marathahalli,1220.0,2.0,1.0,59.0,2,4836.065573770492,0,2
Super built-up  Area,Ready To Move,Haralur Road,1027.0,2.0,2.0,44.0,2,4284.323271665044,0,2
Super built-up  Area,Ready To Move,Panathur,1235.0,2.0,3.0,65.0,2,5263.1578947368425,0,2
Super built-up  Area,Ready To Move,Kanakpura Road,1498.0,3.0,2.0,95.0,3,6341.789052069425,0,0
Super built-up  Area,Ready To Move,Sarjapur  Road,2180.0,3.0,2.0,240.0,3,11009.174311926605,1,3
Plot  Area,Ready To Move,other,922.0,2.0,1.0,70.0,2,7592.190889370932,0,0
Built-up  Area,Ready To Move,other,850.0,2.0,1.0,72.0,2,8470.588235294117,0,0
Super built-up  Area,Ready To Move,AECS Layout,1123.0,2.0,2.0,64.0,2,5699.020480854853,0,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1235.0,2.0,1.0,75.0,2,6072.8744939271255,0,0
Super built-up  Area,Ready To Move,Kogilu,1250.0,2.0,1.0,55.55,2,4444.0,0,2
Plot  Area,Ready To Move,Whitefield,2403.0,5.0,2.0,360.0,4,14981.2734082397,1,1
Super built-up  Area,Ready To Move,Sarjapur  Road,1305.0,2.0,1.0,99.0,2,7586.206896551724,0,0
Super built-up  Area,Ready To Move,Old Madras Road,2010.0,3.0,2.0,125.0,4,6218.905472636816,1,0
Built-up  Area,Ready To Move,Varthur Road,1277.0,2.0,2.0,59.0,2,4620.203602192639,0,2
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1236.0,2.0,2.0,61.33,2,4961.974110032363,0,2
Super built-up  Area,Ready To Move,Akshaya Nagar,1265.0,2.0,3.0,67.0,2,5296.442687747036,0,2
Super built-up  Area,18-Apr,Kanakpura Road,525.0,2.0,2.0,27.0,1,5142.857142857143,0,2
Built-up  Area,Ready To Move,Gubbalala,2570.0,4.0,2.0,141.0,5,5486.381322957199,1,0
Plot  Area,Ready To Move,Hennur Road,2400.0,5.0,3.0,390.0,4,16250.0,1,1
Super built-up  Area,Ready To Move,Ardendale,1224.0,2.0,2.0,70.0,2,5718.954248366013,0,0
Super built-up  Area,Ready To Move,Bellandur,1205.0,2.0,1.0,59.0,2,4896.265560165975,0,2
Super built-up  Area,Ready To Move,other,1233.0,2.0,3.0,100.0,2,8110.300081103001,1,0
Super built-up  Area,Ready To Move,Electronic City,1449.0,3.0,2.0,90.0,3,6211.180124223602,0,0
Super built-up  Area,Ready To Move,Yelenahalli,1090.0,2.0,1.0,54.0,2,4954.128440366972,0,2
Plot  Area,Ready To Move,Kaggadasapura,2100.0,5.0,0.0,150.0,5,7142.857142857143,1,0
Super built-up  Area,Ready To Move,Uttarahalli,1390.0,2.0,3.0,62.55,3,4500.0,0,2
Super built-up  Area,Ready To Move,JP Nagar,1200.0,2.0,3.0,78.0,2,6500.0,0,0
Super built-up  Area,Ready To Move,BTM 2nd Stage,1000.0,2.0,2.0,58.0,2,5800.0,0,0
Plot  Area,18-Oct,Devanahalli,2400.0,5.0,2.0,190.0,4,7916.666666666667,1,0
Super built-up  Area,21-Dec,Thanisandra,1732.0,3.0,1.0,85.73,3,4949.769053117783,0,2
Super built-up  Area,Ready To Move,Banashankari,1290.0,2.0,2.0,80.0,2,6201.550387596899,0,0
Super built-up  Area,Ready To Move,Thanisandra,1917.0,4.0,2.0,100.0,3,5216.484089723526,1,2
Super built-up  Area,18-Dec,Old Airport Road,2774.0,4.0,3.0,208.0,4,7498.197548666186,1,0
Super built-up  Area,Ready To Move,Devarachikkanahalli,1425.0,2.0,2.0,65.0,3,4561.403508771929,0,2
Super built-up  Area,18-Dec,Whitefield,1655.0,3.0,1.0,113.0,3,6827.794561933535,1,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1126.0,2.0,1.0,55.0,2,4884.547069271758,0,2
Super built-up  Area,Ready To Move,Hebbal,1250.0,2.0,1.0,55.55,2,4444.0,0,2
Plot  Area,Ready To Move,Yelahanka,1800.0,4.0,2.0,180.0,4,10000.0,1,3
Super built-up  Area,Ready To Move,Whitefield,530.0,1.0,1.0,29.44,1,5554.7169811320755,0,2
Built-up  Area,19-Jun,Sarjapur,2585.5,4.0,0.0,139.5,4,5395.4747631019145,1,0
Super built-up  Area,Ready To Move,Kambipura,883.0,2.0,1.0,37.0,2,4190.260475651189,0,2
Super built-up  Area,Ready To Move,Ramagondanahalli,1295.0,2.0,2.0,95.0,2,7335.907335907336,0,0
Super built-up  Area,Ready To Move,Sompura,1275.0,3.0,1.0,59.0,3,4627.450980392156,0,2
Super built-up  Area,Ready To Move,Devanahalli,1200.0,1.0,0.0,95.0,1,7916.666666666667,0,0
Super built-up  Area,Ready To Move,Bellandur,1063.0,2.0,1.0,58.0,2,5456.255879586077,0,2
Super built-up  Area,Ready To Move,Balagere,656.0,1.0,1.0,43.0,1,6554.878048780488,0,0
Super built-up  Area,18-Dec,Marathahalli,881.0,2.0,1.0,48.06,2,5455.16458569807,0,2
Built-up  Area,Ready To Move,Bisuvanahalli,700.0,1.0,1.0,32.0,2,4571.428571428572,0,2
Plot  Area,Ready To Move,other,1936.0,3.0,0.0,110.0,3,5681.818181818182,1,0
Super built-up  Area,18-Dec,Hosa Road,1680.0,3.0,1.0,101.0,3,6011.9047619047615,1,0
Super built-up  Area,Ready To Move,Rayasandra,1253.0,2.0,2.0,57.0,2,4549.082202713487,0,2
Super built-up  Area,Ready To Move,Rajaji Nagar,1640.0,3.0,3.0,230.0,3,14024.390243902439,1,1
Super built-up  Area,18-Dec,Iblur Village,2100.0,4.0,2.0,145.0,3,6904.761904761905,1,0
Super built-up  Area,Ready To Move,Electronic City,1070.0,2.0,1.0,58.0,2,5420.560747663551,0,2
Super built-up  Area,16-Sep,Raja Rajeshwari Nagar,1280.0,3.0,2.0,57.6,3,4500.0,0,2
Built-up  Area,18-Aug,Electronic City Phase II,1125.0,2.0,1.0,29.25,2,2600.0,0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,1755.0,3.0,2.0,122.0,3,6951.5669515669515,1,0
Super built-up  Area,18-Sep,Talaghattapura,951.0,2.0,2.0,30.43,2,3199.789695057834,0,2
Built-up  Area,18-Apr,Electronic City,1500.0,2.0,1.0,75.0,3,5000.0,0,2
Super built-up  Area,18-Apr,Whitefield,905.0,1.0,1.0,50.0,1,5524.861878453039,0,2
Super built-up  Area,Ready To Move,Hennur Road,1685.0,3.0,2.0,95.0,3,5637.982195845697,0,0
Super built-up  Area,Ready To Move,Somasundara Palya,1200.0,2.0,2.0,75.0,2,6250.0,0,0
Super built-up  Area,Ready To Move,Anandapura,1151.0,2.0,1.0,42.9,2,3727.193744569939,0,2
Built-up  Area,Ready To Move,Kengeri Satellite Town,800.0,2.0,1.0,40.0,2,5000.0,0,2
Built-up  Area,Ready To Move,Chamrajpet,1050.0,2.0,1.0,162.0,2,15428.57142857143,1,1
Super built-up  Area,Ready To Move,Rajiv Nagar,1030.0,2.0,2.0,46.5,2,4514.563106796117,0,2
Super built-up  Area,Ready To Move,Hoodi,1257.0,2.0,1.0,71.03,2,5650.755767700875,0,0
Super built-up  Area,18-Dec,Whitefield,1600.0,3.0,2.0,82.0,3,5125.0,0,2
Super built-up  Area,Ready To Move,Choodasandra,1465.0,3.0,3.0,75.0,3,5119.453924914676,0,2
Super built-up  Area,Ready To Move,Jakkur,1650.0,3.0,2.0,111.0,3,6727.272727272727,1,0
Super built-up  Area,Ready To Move,Haralur Road,1243.0,2.0,2.0,46.0,2,3700.7240547063557,0,2
Built-up  Area,Ready To Move,Yelahanka New Town,680.0,1.0,1.0,80.0,2,11764.70588235294,0,3
Plot  Area,18-Aug,Whitefield,1230.0,4.0,2.0,80.0,4,6504.065040650406,0,0
Super built-up  Area,Ready To Move,Koramangala,1300.0,2.0,2.0,82.0,2,6307.692307692308,0,0
Built-up  Area,Ready To Move,KR Puram,1000.0,2.0,1.0,44.5,2,4450.0,0,2
Super built-up  Area,Ready To Move,Mahadevpura,1146.0,2.0,1.0,53.8,2,4694.5898778359515,0,2
Super built-up  Area,18-Mar,Indira Nagar,2601.0,4.0,2.0,312.0,3,11995.386389850059,1,3
Super built-up  Area,Ready To Move,Hebbal Kempapura,1130.0,2.0,2.0,60.0,2,5309.734513274337,0,2
Super built-up  Area,Ready To Move,Padmanabhanagar,1200.0,2.0,1.0,60.0,2,5000.0,0,2
Super built-up  Area,Ready To Move,Uttarahalli,1180.0,2.0,1.0,41.3,2,3499.9999999999995,0,2
Super built-up  Area,Ready To Move,KR Puram,1200.0,2.0,3.0,47.0,2,3916.6666666666665,0,2
Super built-up  Area,Ready To Move,Vidyaranyapura,4700.0,10.0,3.0,130.0,9,2765.9574468085107,1,2
Super built-up  Area,19-Dec,Whitefield,630.5,1.0,0.0,32.15,1,5099.127676447264,0,2
Plot  Area,Ready To Move,other,2400.0,2.0,0.0,480.0,3,20000.0,1,1
Super built-up  Area,Ready To Move,Haralur Road,1027.0,2.0,2.0,44.0,2,4284.323271665044,0,2
Super built-up  Area,Ready To Move,Jalahalli,2384.0,4.0,2.0,165.0,3,6921.140939597315,1,0
Built-up  Area,Ready To Move,Haralur Road,2017.0,3.0,2.0,105.0,3,5205.751115518096,1,2
Plot  Area,Ready To Move,other,1500.0,3.0,2.0,138.0,3,9200.0,1,3
Super built-up  Area,Ready To Move,other,700.0,2.0,0.0,43.0,2,6142.857142857143,0,0
Super built-up  Area,Ready To Move,Kothanur,1302.0,2.0,1.0,68.5,2,5261.136712749616,0,2
Built-up  Area,18-Mar,Whitefield,905.0,1.0,1.0,52.0,1,5745.85635359116,0,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1303.0,2.0,1.0,55.79,2,4281.657712970069,0,2
Built-up  Area,Ready To Move,Electronics City Phase 1,1350.0,3.0,0.0,71.0,3,5259.259259259259,0,2
Super built-up  Area,Ready To Move,Gottigere,1380.0,2.0,2.0,95.0,3,6884.057971014493,0,0
Super built-up  Area,Ready To Move,Harlur,1620.0,3.0,1.0,110.0,3,6790.123456790124,1,0
Built-up  Area,Ready To Move,Chandapura,4800.0,4.0,3.0,250.0,4,5208.333333333333,1,0
Built-up  Area,Ready To Move,other,1750.0,3.0,3.0,170.0,3,9714.285714285714,1,3
Super built-up  Area,Ready To Move,Anekal,997.0,3.0,2.0,55.0,3,5516.5496489468405,0,2
Super built-up  Area,15-Oct,Kothanur,1760.0,3.0,2.0,111.0,3,6306.818181818182,1,0
Super built-up  Area,Ready To Move,Yelahanka,1322.0,2.0,2.0,75.0,2,5673.2223903177,0,0
Plot  Area,Ready To Move,other,1365.0,3.0,0.0,99.0,3,7252.747252747253,0,0
Super built-up  Area,Ready To Move,Sahakara Nagar,1500.0,3.0,2.0,125.0,3,8333.333333333334,1,0
Super built-up  Area,Ready To Move,Brookefield,941.0,2.0,2.0,48.0,2,5100.956429330499,0,2
Plot  Area,Ready To Move,Devanahalli,5000.0,4.0,3.0,465.0,4,9300.0,1,3
Super built-up  Area,Ready To Move,Hennur Road,1414.0,2.0,2.0,84.18,2,5953.323903818953,0,0
Plot  Area,Ready To Move,Kengeri Satellite Town,4100.0,3.0,0.0,300.0,4,7317.073170731707,1,0
Super built-up  Area,21-Mar,Kanakpura Road,712.0,1.0,1.0,38.44,1,5398.876404494382,0,2
Plot  Area,Ready To Move,other,900.0,4.0,2.0,180.0,3,20000.0,1,1
Plot  Area,Ready To Move,TC Palaya,900.0,2.0,0.0,55.0,2,6111.111111111111,0,0
Super built-up  Area,Ready To Move,Hebbal,1200.0,2.0,1.0,49.0,2,4083.3333333333335,0,2
Super built-up  Area,Ready To Move,Kengeri Satellite Town,654.0,1.0,1.0,22.0,1,3363.914373088685,0,2
Super built-up  Area,Ready To Move,other,708.0,1.0,1.0,55.0,2,7768.3615819209035,0,0
Built-up  Area,Ready To Move,other,1680.0,3.0,3.0,135.0,3,8035.714285714285,1,0
Super built-up  Area,Ready To Move,Uttarahalli,1380.0,2.0,1.0,42.0,2,3043.478260869565,0,2
Super built-up  Area,18-May,Hebbal,1088.0,2.0,2.0,62.0,2,5698.529411764706,0,0
Built-up  Area,Ready To Move,other,1240.0,2.0,1.0,100.0,2,8064.5161290322585,1,0
Built-up  Area,Ready To Move,other,1810.0,3.0,3.0,118.0,3,6519.3370165745855,1,0
